"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"09:04:04:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:04:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:04:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:05:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:05:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:05:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:05:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:05:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:05:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:05:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:05:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:05:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:05:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:05:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:05:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.2","MPC-3626"
"09:04:06:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:09","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:10","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:11","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:12","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:13","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:14","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:15","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:16","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:17","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:18","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:19","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
"09:04:06:20","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:21","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:22","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:06:23","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:00","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:01","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:02","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:03","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:04","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:05","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.7","-0.1","MPC-3626"
"09:04:07:06","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:07:07","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.2","MPC-3626"
"09:04:07:08","A032C003_2511017F"," 29 64959R CMot","","29","","5.105","0.6","-0.1","MPC-3626"
